,0
177,4.816146930188933
178,4.773128931908522
179,4.7684213368332715
180,4.775023119494527
181,4.7647290162804286
182,4.850403257502803
183,4.734060078069316
184,4.814457423573036
185,4.84567503009217
186,4.8232721920835075
187,4.77642975412892
188,4.8525110087861565
189,4.810605069878674
190,4.822982038354042
191,4.824588174401443
192,4.817658289585046
193,4.7828414318442585
194,4.800827558696632
195,4.772091020250064
196,4.799565630036423
197,4.787805519252117
198,4.857313145894692
199,4.813514915949307
200,4.782326544855885
201,4.836426380675976
202,4.749756967072787
203,4.770074959095144
204,4.780529566293587
205,4.7956365643043535
206,4.820304994370023
207,4.895731333212759
208,4.802290869295023
209,4.840339776392831
210,4.767474883624643
211,4.7634287197943435
212,4.759368051659846
213,4.850831233953191
214,4.761700533793464
215,4.790334070014419
216,4.856151460503729
217,4.762730875351905
218,4.890870286515207
219,4.813594249789401
220,4.833614556532496
221,4.85403098686977
222,4.754368001750808
223,4.789609778397306
224,4.852519484937316
225,4.788629115680179
226,4.812685377658193
227,4.760474854223531
228,4.800877450415959
229,4.869783959606004
230,4.776078431190919
231,4.838755304679722
232,4.8113308426849315
233,4.840421237411845
234,4.788002943811093
235,4.782009051710913
236,4.7657468764558395
237,4.761350658783979
238,4.764415567300642
239,4.826515025242884
240,4.86558456983978
241,4.840407647532856
242,4.750485060247443
243,4.767946456729325
244,4.938055015600596
245,4.8445214757503035
246,4.850553136351638
247,4.757405088047553
248,4.805466449308701
249,4.784860999433297
250,4.7638457099405365
251,4.706143039565485
252,4.655851039761269
253,4.838427856269618
254,4.8333162573245705
255,4.8421675408176394
256,4.806046158131084
257,4.82035609276705
258,4.601921435074821
259,4.77025125668558
260,4.8245068409324965
261,4.833333947690229
262,4.798073840755916
263,4.739264259620969
264,4.7074076166295855
265,4.8247795878118
266,4.828170914484973
267,4.822106790456905
268,4.845337530562845
269,4.891127207061616
270,4.777341994379702
271,4.859241876726316
272,4.751991358379031
273,4.767861778504071
274,4.773254812881842
275,4.8148649040916744
276,4.734120848559156
277,4.788590044521192
278,4.750780701784282
279,4.831656780393784
280,4.813282204102567
281,4.77699295010817
282,4.787883469794899
283,4.8119987087679705
284,4.887153497652239
285,4.814818665231646
286,4.8082223533362765
287,4.838280869915431
288,4.80708319296989
289,4.816857617965498
290,4.783244852835456
291,4.882934589147222
292,4.817542996583168
293,4.86803713421869
294,4.807918205362337
295,4.784057638773124
296,4.824403614390316
297,4.780609545991257
298,4.803520910495252
299,4.694707764329801
300,4.769820726221996
301,4.840103263410964
302,4.863512204873124
303,4.851340124887569
304,4.747541677229091
305,4.796265335383182
306,4.701629234240996
307,4.8271632513992095
308,4.806085178878104
309,4.811378048703951
310,4.776877278507903
311,4.832369113848979
312,4.738979836114676
313,4.8235440454221035
314,4.783047064851221
315,4.817263307279429
316,4.845466420597701
317,4.734710004410554
318,4.7673889684941555
319,4.838548621018212
320,4.736624524311436
321,4.744959590839729
322,4.765381730324587
323,4.77383486591629
324,4.799949113983636
325,4.7978797002817375
326,4.7690433694971475
327,4.7715535041585495
328,4.783661856819337
329,4.78877778643145
330,4.813514915949307
331,4.820972857489559
332,4.830786352357642
333,4.803860809702587
334,4.811618145509755
335,4.7846841732676015
336,4.842441968200059
337,4.786145458322112
338,4.960310145854764
339,4.824049333271967
340,4.81255169353143
341,4.809451023283006
342,4.841629341272924
343,4.791614433373811
344,4.794390510977039
345,4.785269919760984
346,4.793798892947972
347,4.818898962037732
348,4.786036528791123
349,4.818049421047457
350,4.78319265206173
351,4.803398314964029
352,4.8065120712615395
353,4.5591025929896425
354,4.820852702615098
355,4.815175363108763
356,4.73406951388491
357,4.831208525133622
358,4.735525105550803
359,4.773019983924747
360,4.76900211526126
361,4.760272125205076
362,4.83204065236582
363,4.846403426658957
364,4.824258216412944
365,4.821975336151191
366,4.830341651356266
367,4.761311395046663
368,4.797525362622878
369,4.835666020167285
370,4.854211294192995
371,4.790276216046417
372,4.743960305906307
373,4.766866521720526
374,4.8514237483615394
375,4.752086788585361
376,4.860000499588112
377,4.921127683382933
378,4.808139790689216
379,4.821231814305945
380,4.751158458154229
381,4.84186149295584
382,4.736624452951784
383,4.682498868159012
384,4.72674315565696
385,4.790678046249351
386,4.810505221176444
387,4.8462881600910865
388,4.6621428799970985
389,4.7900143493601535
390,4.801546188639908
391,4.811001553465759
392,4.806907689407981
393,4.848559891543493
394,4.8330371533022864
395,4.835347174346735
396,4.770912255395664
397,4.84188022034789
398,4.782307023906579
399,4.776604070908997
400,4.962974512760252
401,4.792936127592981
402,4.757000283084573
403,4.783974864367365
404,4.850554821260041
405,4.7950191926515275
406,4.830877669381723
407,4.7787503483788765
408,4.72698684059678
409,4.769053662989211
410,4.76022156536125
411,4.764516439178967
412,4.781178437192728
413,4.7890313044916715
414,4.825854964095952
415,4.822597921456288
416,4.817205689914719
417,4.839058471799427
418,4.805048700029962
419,4.676259421177408
420,4.679528671212642
421,4.736576395282372
422,4.8398875009848625
423,4.719748684468279
424,4.822769448425868
425,4.812086619650631
426,4.835820739074329
427,4.829381922260759
428,4.800139751037871
429,4.843605629901198
430,4.81981463717042
431,4.835475747106743
432,4.755009175761192
433,4.755095120786529
434,4.783448964503515
435,4.836491874744154
436,4.7861956073749115
437,4.9526796473756285
438,4.770681710350111
439,4.816299189389828
440,4.786706458330035
441,4.802874859070366
442,4.837042880089181
443,4.731840291170865
444,4.754482899742763
445,4.798865416402078
446,4.8321420957354855
447,5.017813030154339
448,4.786073575909847
449,4.8087079370298
450,4.827079904494716
451,4.80939820042333
452,4.829613443484765
453,4.796960349551438
454,4.796361797065505
455,4.816777295305411
456,4.740554923852181
457,4.767142161102434
458,4.785890413908472
459,4.8091450732073975
460,4.845744407197751
461,4.811434278670175
462,4.822012807701871
463,4.863873793194495
464,5.043182073214819
465,4.697349366590522
466,4.789088632842697
467,4.800336607145261
468,4.8088414520316665
469,4.820849599347571
470,4.832238600920004
471,4.715351838393052
472,4.852421521949059
473,4.809432195309667
474,4.76724988239477
475,4.838278133121909
476,4.802347156399383
477,4.846932215605484
478,4.832039133150439
479,4.778485465143155
480,4.823990398366756
481,4.7950162592894126
482,4.815350159559339
483,4.796982324985345
484,4.751680151445745
485,4.801387554594856
486,4.822576183907937
487,4.760693267355449
488,4.762088244614146
489,4.848873281288338
490,4.778836682205188
491,4.835588042530576
492,4.66501209408515
493,4.698594882961506
494,4.8357615091965505
495,4.79654546541536
496,4.854848259354547
497,4.766707319673979
498,4.80157462541209
499,4.698733049600881
500,4.923798846358113
501,4.818974623578052
502,4.814674961918914
503,4.82656060353889
504,4.8487519696402055
505,4.731587311536338
506,4.764855910389796
507,4.77482866587433
508,4.815410693389122
509,4.704584808079926
510,4.792305921174279
511,4.771434483171667
512,4.763936493400241
513,4.853625206938748
514,4.808790020314372
515,4.819669337307479
516,4.857691493712815
517,4.794604915867005
518,4.7857397570293045
519,4.8188318197726625
520,4.75954958157426
521,4.819719641873584
522,4.744883449681947
523,4.765216779815507
524,4.806348063287709
525,4.830153575503091
526,4.818052343785831
527,4.788176155817293
528,4.74210237824718
529,4.731195319489696
530,4.6570021619783315
531,4.8580286878080825
532,4.795505954118511
533,4.79611392902073
534,4.7125025540178855
535,4.82018614923169
536,4.893926099129681
537,4.874523314065173
538,4.8097305718146925
539,4.776145077443857
540,4.7412154228099785
541,4.779139339318934
542,4.806725993720775
543,4.765226442582561
544,4.765633251284816
545,4.793464396439465
546,4.835326157893693
547,4.77787892257142
548,4.828128906926505
549,4.792444789052391
550,4.910166887762784
551,4.762313577551373
552,4.863650736372762
553,4.753771702624235
554,4.760216673529586
555,4.818876400779604
556,4.803990778421278
557,4.7697527998017915
558,4.80429807480235
559,4.832086617139607
560,4.776025558906305
561,4.828021448819605
562,4.767106032823855
563,4.853017180990335
564,4.849367229915945
565,4.799146323958338
566,4.77102670741044
567,4.82452384869922
568,4.810057287969058
569,4.8300735105947155
570,4.761194269533907
571,4.821731464955257
572,4.738331382705012
573,4.81255851721607
574,4.805345296792786
575,4.799615660438123
576,4.779481057836686
577,4.795794444687574
578,4.804815549420176
579,4.739321772783787
580,4.809621533778453
581,4.73520764320454
582,4.827723535265408
583,4.8080279244365025
584,4.7960042036190895
585,4.818402136407219
586,4.7584366339878885
587,4.850772187017713
588,4.806252068681803
589,4.884390042733912
590,4.800228449245554
591,4.808287171250563
592,4.773383931892542
593,4.795320044793138
594,4.8239278959667065
595,4.798071999991089
596,4.793480441849113
597,4.854572424488906
598,4.737238769370442
599,4.8611620208358
600,4.791990595442768
601,4.766004173301523
602,4.838820544849419
603,4.80768082215468
604,4.837150746659141
605,4.795800277315634
606,4.820371213968185
607,4.830165439210558
608,4.817956280979353
609,4.801965649430159
610,4.854294356310537
611,5.083868099138932
612,4.699481810778427
613,4.814048286465876
614,4.819426525548255
615,4.769688922002197
616,4.773512993782989
617,4.799881206831486
618,4.854501822356825
619,4.809373708331893
620,4.840462087607224
621,4.8262597920979715
622,4.746543289947513
623,4.765977630189975
624,4.835372851964801
625,4.976716727756033
626,4.780464993716228
627,4.798947193634222
628,4.842809506076924
629,4.824364557966845
630,4.911275627735325
631,4.797913827324231
632,4.775325022389342
633,4.8080822652414055
634,4.861119726464971
635,4.8135245354297105
636,4.839858415246152
637,4.799806704616181
638,4.888391922319272
639,4.709717811885904
640,4.8328529169846295
641,4.837250391560734
642,4.78852611844348
643,4.710608152429601
644,4.83207128882979
645,4.774498460166626
646,4.784736736688737
647,4.8028642185952375
648,4.866374067795854
649,4.791944321551039
650,4.779969978903453
651,4.754766290921811
652,4.8085008432067315
653,4.806043612202467
654,4.753635313173694
655,4.8303709253801115
656,4.84380198693399
657,4.790360759631286
658,4.783772035431482
659,4.793761993176463
660,4.800607610327164
661,4.848353302953232
662,4.790660678185067
663,4.818775098680428
664,4.799358251871015
665,4.743328887207109
666,4.782235452338496
667,4.970413784366309
668,4.761985012444353
669,4.788772608849235
670,4.786773325533115
671,4.852660233085716
672,4.843497174497348
673,4.754611494669884
674,4.818858784253641
675,4.768634415451981
676,4.751905527041553
677,4.7514526401399495
678,4.809784114747816
679,4.79138007369304
680,4.751819538330362
681,4.767215726085377
682,4.850724336282392
683,4.746190507361194
684,4.816198624665801
685,4.718303386121878
686,4.765346641335591
687,4.783236158177844
688,4.725984597568649
689,4.797275957509194
690,4.791881457626571
691,4.776939968449145
692,4.873719671179379
693,4.892787426961888
694,4.7696667313992345
695,4.818466247726648
696,4.807732286795516
697,4.817688693161766
698,4.8246814639008555
699,4.745993032738145
700,4.749576666417053
701,4.734390451486724
702,4.826968885982455
703,4.744952653458206
704,4.764756955756711
705,4.7401340461728445
706,4.758571338204143
707,4.838936015540095
708,4.739520102283884
709,4.777017797464706
710,4.801198049460081
711,4.822057054983243
712,4.8485868017635365
713,4.800706375005033
714,4.769743013923469
715,4.762980194272444
716,4.8653688225431955
717,4.804264400644725
718,4.75974053622829
719,4.808126639241259
720,4.730853508230162
721,4.799277580086559
722,4.810380166938562
723,4.813336605911825
724,4.799770698124773
725,4.7772217905591425
726,4.746122272681429
727,4.755427402181787
728,4.833244569568428
729,4.762241904283511
730,4.746652998125595
731,4.8469409902517135
732,4.77379737450344
733,4.766082578916412
734,4.798210409101486
735,4.83616147620949
736,4.80260670996533
737,4.697159297650658
738,4.837710227604308
739,4.713670911357839
740,4.761962081125456
741,4.7688932493735985
742,4.8136265772546745
743,4.7571207368597825
744,4.789034292567431
745,4.796065066697269
746,4.791404345456748
747,4.798735149497462
748,4.7757046026796806
749,4.836618357642814
750,4.79340787153477
751,4.770485542485773
752,4.740096317105397
753,4.879029205992619
754,4.794128115850182
755,4.799431197425029
756,4.810064804012771
757,4.864397193830397
758,4.699786130008936
759,4.834395697996038
760,4.773464362908786
761,4.756548411196362
762,4.804625035166963
763,4.804143330709071
764,4.719987584150497
765,4.860693927585728
766,4.811126233354186
767,4.798357294882572
768,4.735464208379822
769,4.752979697410149
770,4.558490299066004
771,4.769698099452794
772,4.806092234454272
773,4.834757095872801
774,4.7925967103947045
775,4.822921290962679
776,4.7959520485836675
777,4.808018035080674
778,4.735132831745951
779,4.866633318677385
780,4.798278300840133
781,4.8247279090666915
782,4.777007126802474
783,4.804874571937869
784,4.8173231689229725
785,4.710971598952548
786,4.80672889143154
787,4.770466557288739
788,4.813004769670644
789,4.78064213579122
790,4.823630200278861
791,4.839213952061538
792,4.816962505544082
793,4.751603460515775
794,5.159057326387642
795,4.799713354719978
796,4.80564389804535
797,4.799367855048066
798,4.786518032593054
799,4.669550172785165
800,4.816982969347578
801,4.8193213356313365
802,4.799369483047253
803,4.797438994201886
804,4.799355442788026
805,4.814029852183836
806,4.845211355448384
807,4.908782013930383
808,4.832554452606802
809,4.795580356534498
810,4.838348205296174
811,4.761997954241765
812,4.816421066160805
813,4.772746258425948
814,4.846810513556259
815,4.709684971050882
816,4.65336365702516
817,4.827358464588124
818,4.85605426016382
819,4.814930041912697
820,4.854452584516625
821,4.917833218382139
822,4.7917927519996875
823,4.704894071925934
824,4.8317204414458805
825,4.797919963361233
826,4.826155814388465
827,4.817582762731726
828,4.80821409549803
829,4.758357714872469
830,4.788669755893612
831,4.803889407446891
832,4.80625305665484
833,4.7962987763085625
834,4.799679036943642
835,4.847936664769133
836,4.8430384542609035
837,4.810807120198908
838,4.804951005056685
839,4.852048531878463
840,4.804987736497608
841,4.843294260303769
842,4.820780052230904
843,4.733949052273084
844,4.784848798503001
845,4.7902035956622075
846,4.814670810923226
847,4.763568329288206
848,4.798883201663191
849,4.780146855690735
850,4.769712381660548
851,4.877254982386387
852,4.875481539440647
853,4.799688879494663
854,4.811626407431684
855,4.817745774605683
856,4.807608906426813
857,4.8466722590385976
858,4.794251458248145
859,4.813971576214918
860,5.187342589729152
861,4.835454093455322
862,4.745979517051999
863,4.751369509430487
864,4.927248378071095
865,4.819950414201073
866,4.819601808558876
867,4.813596786044877
868,4.82435237685619
869,4.806437223158869
870,5.187342589729152
871,4.779136681374048
872,4.762668786922675
873,4.78547267547232
874,4.799373567737934
875,4.744060893697652
876,4.875133117266781
877,4.709870505098844
878,4.950105170733167
879,4.779029611179311
880,4.77738407014588
881,4.787056998840316
882,4.856574548259462
883,4.713639995044059
884,4.8459698180709045
885,4.766119651775014
886,4.811406677352879
887,4.7979536917392425
888,4.772054072184741
889,4.848168859754995
890,4.797761045008429
891,4.880452082144922
892,4.81776457525408
893,4.860078232215654
894,4.801743149961855
895,4.8009701129249605
896,4.686080856027078
897,4.822670872904697
898,4.8392892782062855
899,4.780937223775136
900,4.773657635282894
901,4.840401207846792
902,4.798226050241326
903,4.792004450004775
904,4.821180148414435
905,4.767763672998871
906,4.748576799236292
907,4.776708505070954
908,4.761995366172782
909,4.732587780696019
910,4.767290968516628
911,4.788565515293492
912,4.791436521684289
913,4.777263520794187
914,4.776872642369861
915,4.790767599792081
916,4.782861759919397
917,4.852912373754235
918,4.841954961031171
919,4.840526519425162
920,4.798341839183854
921,4.800997012762522
922,4.829938431687635
923,4.850555111949493
924,4.905315861810807
925,4.688348034264426
926,4.791106302163919
927,4.797872284561378
928,4.81976183575755
929,4.822972746212123
930,4.755723563611361
931,4.852713753102463
932,4.77632685671361
933,4.8257841689018734
934,4.774678821530783
935,4.8140909673947165
936,4.776552310564103
937,4.894956093389192
938,4.754773654230269
939,4.903810618401552
940,4.787635488136008
941,4.680481337741022
942,4.805043984718403
943,4.717896165600248
944,4.835225859882491
945,4.806014349990737
946,4.784883947605161
947,4.816304685453069
948,4.910359072397526
949,4.838767128468153
950,4.800230258820126
951,4.784586270074551
952,4.77731077462873
953,4.55542079981027
954,4.827940120958933
955,4.799169804703637
956,4.787613183564151
957,4.834248943512748
958,4.805232058978577
959,4.80039210112935
960,4.793119930641853
961,4.809924231723646
962,4.85241523432422
963,4.819683004771841
964,4.696533552138411
965,4.797367965079304
966,4.709812830181013
967,4.727280710933041
968,4.776542414912051
969,4.705508651960511
970,4.836965167971635
971,4.803288704576707
972,4.780354652158463
973,4.778971495248826
974,4.807331565201638
975,4.690664753622569
976,4.83286838149654
977,4.846046835919365
978,4.8879624441924046
979,4.789795468490115
980,4.740553675006878
981,4.768910735249676
982,4.80011987709415
983,4.745048948099182
984,4.875172464732442
985,4.8272165345705496
986,4.746180990007645
987,4.793392974650835
988,4.874784258957339
989,4.775945831496681
990,4.8305991881597
991,4.791730080152131
992,4.745307794202357
993,4.805285825997916
994,4.769451004876525
995,4.810890641435828
996,4.683971652235097
997,4.751743894493587
998,4.819755616224871
999,4.719935265998505
1000,4.781344063231599
1001,4.8156089319171445
1002,4.806307270816807
1003,4.813158471154667
1004,4.805588588625073
1005,4.83956525278661
1006,4.801124151012667
1007,4.757555266160425
1008,4.785240089372539
1009,4.838708001368595
1010,4.868646304482161
1011,4.786083315678235
1012,4.781148531134654
1013,4.742542124121769
1014,4.784067599552419
1015,4.845751186796177
1016,4.801080362341734
1017,4.708784172140526
1018,4.792507229380595
1019,4.812655982537428
1020,4.828099448278721
1021,4.821398210993221
1022,4.485549662242258
1023,4.8136415007214675
1024,4.799767752594905
1025,4.780861335500525
1026,4.782951010549552
1027,4.75294288102667
1028,4.702103629223252
1029,4.823433224847447
1030,4.812811481654669
1031,4.820605649993686
1032,4.786406324044485
1033,4.769294468602074
1034,4.820172041236964
1035,4.77417557810736
1036,4.818180078141506
1037,4.853375942543451
1038,4.80201661900771
1039,4.832157065134335
1040,4.735326364506951
1041,4.763582731383648
1042,4.824192672184143
1043,4.800022560403798
1044,4.740103204596748
1045,4.778792699096145
1046,4.769017631153346
1047,4.744447824992247
1048,4.795892078925427
1049,4.835847417349728
1050,4.825410268644043
1051,4.817339801956678
1052,4.85752919073478
1053,4.8518349066959905
1054,4.899141802609295
1055,4.832534622698206
1056,4.805628211666845
1057,4.776095505287602
1058,4.791172425334731
1059,4.753612301529406
1060,4.7311317783027835
1061,4.738485931027215
1062,4.748841429266911
1063,4.795227924787258
1064,4.718697915524496
1065,4.798094386989199
1066,4.799371789674634
1067,4.885806299649139
1068,4.80914235428857
1069,4.86371649811703
1070,4.901206182816091
1071,4.856108033244826
1072,4.8554649028753545
1073,4.802726408227836
1074,4.816637762884914
1075,4.812575046923374
1076,4.79024919971558
1077,4.7865976923149685
1078,4.872745705969069
1079,4.762747079659565
1080,4.809933511267194
1081,4.788883173623147
1082,4.778259373372601
1083,4.820250514979109
1084,4.792485200022709
1085,4.827016721016038
1086,4.762320218825616
1087,4.638197445070438
1088,4.813148406585292
1089,4.859836826086844
1090,4.787403615922802
1091,4.779949687788051
1092,4.806055661454176
1093,4.688088905138245
1094,4.832617278689043
1095,4.780706362173068
1096,4.809772427103264
1097,4.772658890608343
1098,4.792059172712608
1099,4.854971390932141
1100,4.821121576438335
1101,4.8397514929837095
1102,4.790834922410348
1103,4.802061656356842
1104,4.836215433274285
1105,4.727877024031627
1106,4.761081032934828
1107,4.801094800253943
1108,4.810697450746137
1109,4.6326409618071525
1110,4.818880889630254
1111,4.786368469610437
1112,4.76081745816812
1113,4.742461345806296
1114,4.795248135795894
1115,4.763550712788559
1116,4.795026108870236
1117,4.757617021155749
1118,4.6358984207932155
1119,4.717942880124503
1120,4.815985950867892
1121,4.773052980438834
1122,4.861913398532585
1123,4.726644076911823
1124,4.791884328422175
1125,4.820137485995073
1126,4.925355173877288
1127,4.784668930739608
1128,4.798981802641155
1129,4.785170789496315
1130,4.7572962417870635
1131,4.757772759791258
1132,4.806324372806203
1133,4.826852810434431
1134,4.823222797975661
1135,4.835162868312468
1136,4.82192591387199
1137,4.771033919927042
1138,4.772392150964635
1139,4.787316677351292
1140,4.790859970697147
1141,4.616987837761846
1142,4.778167574659908
1143,4.831274790508036
1144,4.80858292283778
1145,4.869347692791763
1146,4.810397321797167
1147,4.769970345770259
1148,4.833783411136531
1149,4.74415107845308
1150,4.803691269878931
1151,4.738145227554055
1152,4.851320134771682
1153,4.825567898267439
1154,4.781966864989279
1155,4.773436496052645
1156,4.749908244112258
1157,4.727448495136912
1158,4.740955345025427
1159,4.812718098277059
1160,4.814709128985117
1161,4.772772499070353
1162,4.845825982265886
1163,4.755076438752512
1164,4.749815195610182
1165,4.734550650791047
1166,4.828714385667816
1167,4.833795510867691
1168,4.766091365123209
1169,4.842267033581501
1170,4.825949786511835
1171,4.801985829646865
1172,4.762065323076639
1173,4.825105432156249
1174,4.716449888116531
1175,4.828242944071019
1176,4.826869378209566
1177,4.79592957303637
1178,4.9721606023073
1179,4.848857558594671
1180,4.869398111283338
1181,4.786733631365036
1182,4.867058767270622
1183,4.7864501806944615
1184,4.772054642354721
1185,4.8244412801962655
1186,4.769885435428368
1187,4.836427988521938
1188,4.7437226337587735
1189,4.817680060044443
1190,4.828256101277435
1191,4.862552514976876
1192,4.580060902664718
1193,4.808592385929177
1194,4.77455579377619
1195,4.833125166192827
1196,4.794062513084396
1197,4.82647877544933
1198,4.7824314486012485
1199,4.804987104343865
1200,4.797852930199801
1201,4.934326524458497
1202,4.833517034277358
1203,4.837192905305305
1204,4.767507872415286
1205,4.800296396440775
1206,4.764353732774842
1207,4.763908204898297
1208,4.887295912733424
1209,4.669538387748853
1210,4.891167543584028
1211,4.791741507530008
1212,4.777634378386422
1213,4.796093174266815
1214,4.8209137566249405
1215,4.840364960580488
1216,4.833057924653335
1217,4.845506140436819
1218,4.765305099275528
1219,4.7878233417759954
1220,5.1921558057688735
1221,4.797235240767342
1222,4.799459261129926
1223,4.728474932605245
1224,4.735418665039811
1225,4.804120872057648
1226,4.912960900163527
1227,4.805788545146382
1228,4.842941116316596
1229,4.797183418630871
1230,4.750377661711484
1231,4.775472060764085
1232,4.652050091514166
1233,4.740618997690885
1234,4.786556013095042
1235,4.824314434187247
1236,4.759002313403113
1237,4.811752582400505
1238,4.828377169937302
1239,4.783874266126605
1240,4.802236249435602
1241,4.863224922883736
1242,4.838347592568864
1243,4.776430070353688
1244,4.798513375905519
1245,4.756964140463933
1246,4.801796181892752
1247,4.8081449889895955
1248,4.83348342534601
1249,4.832791191141491
1250,4.830485305488552
1251,4.8102025813082845
1252,4.836820322766203
1253,4.798025332633923
1254,4.673290524585239
1255,4.750431417299068
1256,4.795347773846819
1257,4.830083188899218
1258,4.811914710082558
1259,4.817546717118093
1260,4.847514464487273
1261,4.791982521155649
1262,4.814783611367377
1263,4.798952072313964
1264,4.752887148229682
1265,4.836774934790362
1266,4.8037065036273745
1267,4.762865321636849
1268,4.750919109516224
1269,4.832630642305696
1270,4.7616740554858765
1271,4.833250226184583
1272,4.791794821699888
1273,4.819139909928652
1274,4.949361012743181
1275,4.764350552124353
1276,4.827413898821807
1277,4.760687712717521
1278,4.818826282518566
1279,4.82177363445928
1280,4.783553996718045
1281,4.83707243064111
1282,4.778443745272574
1283,4.776472678468434
1284,4.815532613393116
1285,4.790472242826998
1286,4.804682539248311
1287,4.7077589112185585
1288,4.7449738882716535
1289,4.741820782192896
1290,4.820929204261247
1291,4.734745119599434
1292,4.86037441319995
1293,4.8237119102443495
1294,4.801759452279753
1295,4.843850770694374
1296,4.807083669220166
1297,4.762933513301431
1298,4.795441997118809
1299,4.74985474676515
1300,4.751312902032682
1301,4.751419670787743
1302,4.834491360232305
1303,4.8295588893622465
1304,4.948549191060927
1305,4.856646409578344
1306,4.787630534684688
1307,4.820900367854204
1308,4.705959653616419
1309,4.806255294541671
1310,4.840090332414455
1311,4.80051158397714
1312,4.798393113759245
1313,4.84343435899213
1314,4.731485070379097
1315,4.8120779677528045
1316,4.85387693207226
1317,4.795754902964924
1318,4.669902986900528
1319,4.786051164781196
1320,4.8334537970348075
1321,4.76117589730589
1322,4.828687642408691
1323,4.835364798385283
1324,4.744445197998223
1325,4.797061046095916
1326,4.783634317959717
1327,4.785223889490881
1328,4.805378756099543
1329,4.8501295344995
1330,4.8231072063556475
1331,4.651119068268696
1332,4.739879814193757
1333,4.792631376684811
1334,4.741112759120345
1335,4.818466160543961
1336,4.813487419442786
1337,4.789860462922716
1338,4.810548772557933
1339,4.869890836628285
1340,4.587484695710603
1341,4.7925468874767025
1342,4.745315137337864
1343,4.773159840367288
1344,4.772586196873513
1345,4.752110369028545
1346,4.788579800873677
1347,4.772479961530551
1348,4.776994005662305
1349,4.73346631221039
